comp_code,comp_name,open,low,high,lastDone,vol,buyval,sellVal,chg,upcnt,downcnt,unchgcnt
3A,THREE-A RESOURCES BHD,0.889137931034,0.881034482759,0.899655172414,0.905862068966,2454.89655172414,255,392.5,0.005,21,21,15
AASIA,ASTRAL ASIA BHD,0.076610169492,0.075677966102,0.078898305085,0.157118644068,561.593220338983,503.271186440678,232.423728813559,0.000677966102,5,4,19
AAX,AIRASIA X BERHAD,0.241440677966,0.237288135593,0.245084745763,0.240254237288,98381.9152542373,66430.5762711864,27423.3389830508,0.002203389831,10,25,24
AAX-WA,AIRASIA X BERHAD - WARRANTS  A  2015/2020,0.04406779661,0.041525423729,0.047033898305,0.045338983051,18146.9830508475,33816.6440677966,19044.5423728814,0.000762711864,23,8,28
ABLEGRP,ABLEGROUP BERHAD,0.055593220339,0.054745762712,0.056694915254,0.076610169492,2094.66101694915,8255.86440677966,2881.33898305085,0.000677966102,8,2,33
ABMB,ALLIANCE BANK MALAYSIA BERHAD,4.052372881356,4.018813559322,4.084406779661,4.046779661017,10671.5084745763,1013.25423728814,2248.94915254237,0.013559322034,27,25,7
ACME,ACME HOLDINGS BERHAD,0.027457627119,0.027372881356,0.027457627119,0.260423728814,15.372881355932,81.762711864407,75.762711864407,0.000338983051,0,1,5
ACOSTEC,ACOUSTECH BHD,0.416271186441,0.410508474576,0.422457627119,0.416779661017,16359.2033898305,721.050847457627,499.372881355932,0.002457627119,20,15,24
ADVCON,ADVANCECON HOLDINGS BERHAD,0.412288135593,0.403389830508,0.421610169492,0.41186440678,26627.9152542373,1484.23728813559,1354.89830508475,0.003898305085,21,28,10
ADVENTA,ADVENTA BHD,0.320593220339,0.318728813559,0.322542372881,0.365169491525,257.186440677966,4103.03389830509,192.949152542373,0.003474576271,7,12,33
ADVPKG,ADVANCED PACKAGING TECHNOLOGY,0.671186440678,0.666271186441,0.672203389831,1.877966101695,45.186440677966,56.135593220339,78.508474576271,0.00593220339,2,7,12
AEM,AE MULTI HOLDINGS BHD,0.073305084746,0.072542372881,0.074152542373,0.107881355932,1450.83050847458,2613.33898305085,926.779661016949,0.000677966102,7,8,25
AEM-WA,AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,0.00186440678,0.00186440678,0.002118644068,0.005338983051,874.525423728814,7341.77966101695,16764.9661016949,0.000254237288,3,0,18
AEON,AEON CO. (M) BHD,1.502711864407,1.481186440678,1.518305084746,1.499152542373,11620.3728813559,864.762711864407,812.237288135593,0.010508474576,20,28,11
AEONCR,AEON CREDIT SERVICE (M) BHD,16.773898305085,16.612203389831,16.863050847458,16.718305084746,1778.83050847458,26.203389830508,277.118644067797,0.032542372881,18,36,5
AFFIN,AFFIN BANK BERHAD,2.218305084746,2.20186440678,2.227627118644,2.213728813559,1241.15254237288,279.406779661017,132.254237288136,0.004915254237,12,32,15
AFUJIYA,ABM FUJIYA BERHAD,0.342118644068,0.334237288136,0.353050847458,0.528474576271,684.389830508475,151.28813559322,180.610169491525,0.003728813559,15,13,10
AHB,AHB HOLDINGS BHD,0.145762711864,0.142796610169,0.151355932203,0.147288135593,13971.0677966102,3055.5593220339,2056.81355932203,0.002203389831,24,14,21
AHB-WB,AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,0.016355932203,0.014237288136,0.019237288136,0.01813559322,21791.7288135593,12974.0847457627,11774.5593220339,0.000847457627,15,9,30
AHEALTH,APEX HEALTHCARE BHD,8.852881355932,8.778983050847,8.927627118644,8.999491525424,284.525423728814,20.983050847458,32.101694915254,0.056271186441,18,38,2
AHP,AMANAH HARTA TANAH PNB,0.568559322034,0.564237288136,0.570423728814,0.758983050847,125.576271186441,109.508474576271,75.135593220339,0.003220338983,6,18,20
AIRASIA,AIRASIA GROUP BERHAD,2.694745762712,2.655084745763,2.723220338983,2.681525423729,87515.6610169491,1705.84745762712,1328.54237288136,0.017627118644,21,33,5
AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD,7.447288135593,7.352711864407,7.522033898305,7.450508474576,30856.3389830508,2818.5593220339,497.186440677966,0.032881355932,23,30,6
AISB,AMALGAMATED INDUSTRIAL STEEL,0.118050847458,0.116779661017,0.119745762712,0.254661016949,58.915254237288,192.576271186441,191.322033898305,0.001355932203,3,6,18
AJI,AJINOMOTO (M) BHD,17.661016949153,17.581694915254,17.692881355932,17.939322033898,187.254237288136,43.864406779661,29.237288135593,0.016271186441,15,31,12
AJIYA,AJIYA BHD,0.49313559322,0.489322033898,0.498474576271,0.538898305085,1062.52542372881,482.254237288136,208.389830508475,0.003389830508,17,19,18
AJIYA-WA,AJIYA BERHAD - WARRANTS 2016/2021,0.065762711864,0.064745762712,0.067033898305,0.093728813559,856.186440677966,894.254237288136,992.35593220339,0.000593220339,10,4,28
ALAM,ALAM MARITIM RESOURCES BHD,0.118474576271,0.113644067797,0.123728813559,0.118559322034,101337.084745763,20405.7457627119,19328.4915254237,0.002203389831,20,22,17
ALAQAR,AL-AQAR HEALTHCARE REIT,1.312881355932,1.305593220339,1.320508474576,1.381694915254,2133.45762711864,1342.71186440678,590.830508474576,0.004406779661,17,14,25
ALCOM,ALCOM GROUP BERHAD,0.492796610169,0.488728813559,0.500254237288,0.531610169492,570.796610169491,220.35593220339,250.677966101695,0.004745762712,22,14,19
ALLIANZ,ALLIANZ MALAYSIA BHD,13.862033898305,13.765762711864,13.915593220339,14.070169491525,449.881355932203,99.745762711864,113.440677966102,0.008813559322,14,31,13
ALLIANZ-PA,ALLIANZ MALAYSIA BHD-ICPS,0.967796610169,0.964406779661,0.972881355932,14.301694915254,3.237288135593,18.101694915254,1.423728813559,0.023389830508,2,1,1
ALSREIT,AL-SALAM REAL ESTATE INVESTMENT TRUST,0.818898305085,0.815084745763,0.824491525424,0.865,506.050847457627,312.35593220339,235.033898305085,0.002966101695,21,15,20
AMBANK,AMMB HOLDINGS BHD,4.477796610169,4.436779661017,4.513559322034,4.477627118644,26774.6440677966,2649.74576271186,3888.40677966102,0.008983050847,29,24,6
AMEDIA,ASIA MEDIA GROUP BERHAD,0.126355932203,0.12406779661,0.130084745763,0.145423728814,10767.9322033898,3108.72881355932,3958.62711864407,0.000762711864,14,12,25
AMFIRST,AMFIRST REITS,0.530677966102,0.526525423729,0.532881355932,0.529745762712,3607.81355932203,1446.22033898305,1474.83050847458,0.000847457627,9,18,32
AMPROP,AMCORP PROPERTIES BERHAD,0.538728813559,0.536440677966,0.544406779661,0.540677966102,869.203389830509,331.135593220339,227.796610169492,0.001949152542,24,12,23
AMPROP-PA,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,0.255508474576,0.254661016949,0.26,0.263644067797,536.016949152542,396.508474576271,280.796610169492,0.001440677966,21,1,36
AMPROP-PB,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,0.008474576271,0.008474576271,0.009830508475,0.570338983051,0.542372881356,87.237288135593,11.525423728814,0,1,0,0
AMTEK,AMTEK HOLDINGS BHD,0.141111111111,0.126111111111,0.149444444444,0.2325,798.722222222222,342.777777777778,141.944444444444,0.025277777778,6,2,3
AMTEL,AMTEL HOLDINGS BHD,0.190508474576,0.19,0.190593220339,0.659237288136,74.067796610169,240.762711864407,14.525423728814,0,1,3,13
AMVERTON,AMVERTON BERHAD,0.947457627119,0.94313559322,0.960508474576,1.141355932203,1280.76271186441,259.508474576271,163.762711864407,0.009661016949,16,9,24
AMWAY,AMWAY (M) HOLDINGS BHD,5.975084745763,5.925423728814,6.002372881356,6.058983050847,245.677966101695,22.71186440678,213.966101694915,0.020847457627,15,25,18
ANALABS,ANALABS RESOURCES BHD,0.400169491525,0.399152542373,0.402033898305,1.132372881356,43.101694915254,172.423728813559,83.627118644068,0.003728813559,1,2,18
ANCOM,ANCOM BHD,0.455508474576,0.450508474576,0.459745762712,0.472542372881,1530.57627118644,499.203389830508,344.813559322034,0.002118644068,22,16,19
ANNJOO,ANN JOO RESOURCES BHD,1.627118644068,1.596271186441,1.658983050847,1.626949152542,14948.6779661017,411.220338983051,526.898305084746,0.013389830508,23,24,12
ANNJOO-PA,ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,0.156101694915,0.155508474576,0.158474576271,0.528728813559,28.762711864407,95.169491525424,61.118644067797,0.004237288136,3,3,11
ANZO,ANZO HOLDINGS BERHAD,0.037627118644,0.036271186441,0.040338983051,0.039406779661,14197.2203389831,149494.355932203,76223.2881355932,0.001186440678,19,7,32
ANZO-WA,ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,0.000169491525,0.000169491525,0.000169491525,0.005,42.372881355932,0,38422.7796610169,0,0,0,2
ANZO-WB,ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,0.004322033898,0.004322033898,0.004661016949,0.023983050847,255.627118644068,14866.2711864407,760.508474576271,-8.4745763E-05,4,0,8
ANZO-WC,ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,0.001101694915,0.001016949153,0.001271186441,0.005084745763,2050.66101694915,1621.05084745763,32029.4406779661,0,1,1,10
APB,APB RESOURCES BHD,0.163559322034,0.161101694915,0.165254237288,0.646016949153,30.118644067797,91.254237288136,45.322033898305,0.001016949153,2,4,9
APEX,APEX EQUITY HOLDINGS BHD,0.528728813559,0.526186440678,0.531694915254,1.008898305085,66.593220338983,71,66.203389830508,0.003728813559,5,7,19
APFT,APFT BERHAD,0.018050847458,0.016694915254,0.018813559322,0.017966101695,49897.4406779661,315708.355932203,179500.033898305,0.001186440678,6,13,38
APM,APM AUTOMOTIVE HOLDINGS BHD,2.604576271186,2.590677966102,2.612203389831,3.006779661017,131.847457627119,113.64406779661,40.186440677966,0.010847457627,8,11,32
APOLLO,APOLLO FOOD HOLDINGS BHD,3.090338983051,3.077288135593,3.099491525424,3.872881355932,74.254237288136,33.898305084746,42.898305084746,0.007966101695,12,17,18
ARANK,A-RANK BHD,0.467966101695,0.465677966102,0.470169491525,0.52093220339,643.542372881356,345.101694915254,238.101694915254,0.002457627119,13,14,26
ARK,ARK RESOURCES HOLDINGS BERHAD,0.079322033898,0.076355932203,0.08093220339,0.371016949153,10.779661016949,43.847457627119,145.203389830508,0.004915254237,2,2,8
ARK-WB,ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,0,0,0,0.09,0,1171.08474576271,56.864406779661,0,0,0,0
ARMADA,BUMI ARMADA BERHAD,0.196610169492,0.190423728814,0.205254237288,0.196610169492,1083322.74576271,226334.101694915,132930.033898305,0.002542372881,18,25,16
ARREIT,AMANAHRAYA REITS,0.819915254237,0.815254237288,0.822118644068,0.847372881356,449.728813559322,259.271186440678,339.610169491525,0.001525423729,8,22,27
ASB,ADVANCE SYNERGY BHD,0.138220338983,0.135,0.142033898305,0.138220338983,24940.2372881356,13976.186440678,9218.3220338983,0.002033898305,16,15,28
ASIABRN,ASIA BRANDS BERHAD,0.193813559322,0.191440677966,0.204745762712,0.490423728814,119.186440677966,57.271186440678,48.440677966102,0.006779661017,14,0,11
ASIAFLE,ASIA FILE CORPORATION BHD,2.213389830508,2.202881355932,2.22406779661,2.511186440678,127.525423728814,32.661016949153,43,0.006271186441,14,16,22
ASIAPAC,ASIAN PAC HOLDINGS BHD,0.12813559322,0.125508474576,0.131525423729,0.128389830508,33500.9322033898,11629.2372881356,8478.20338983051,0.001271186441,15,15,29
ASIAPAC-WB,ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,0.018389830508,0.018050847458,0.020847457627,0.05593220339,599.338983050847,996.915254237288,835.169491525424,0.000677966102,9,1,10
ASTINO,ASTINO BHD,0.597118644068,0.593813559322,0.602118644068,0.666016949153,630.169491525424,238.186440677966,183.254237288136,0.004406779661,18,15,20
ASTRO,ASTRO MALAYSIA HOLDINGS BERHAD,1.522372881356,1.500338983051,1.541016949153,1.518644067797,21423.2372881356,2478.71186440678,957.423728813559,0.005593220339,25,22,12
ATAIMS,ATA IMS BERHAD,1.755423728814,1.736101694915,1.766610169492,1.750508474576,5500.20338983051,600.813559322034,825.186440677966,0.007966101695,19,23,17
ATLAN,ATLAN HOLDINGS BHD,3.408474576271,3.401525423729,3.423389830508,4.461186440678,52.677966101695,10.220338983051,40.966101694915,0.003220338983,21,6,18
ATRIUM,ATRIUM REITS,1.14,1.135254237288,1.143389830508,1.138305084746,647.864406779661,803.847457627119,482.949152542373,0.002711864407,10,22,27
ATTA,ATTA GLOBAL GROUP BERHAD,0.468050847458,0.463389830508,0.475508474576,0.613644067797,381.050847457627,119.423728813559,107.661016949153,0.007203389831,15,13,17
ATTA-PA,ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,0.066779661017,0.065,0.067711864407,0.120423728814,698.152542372881,1117.22033898305,708.762711864407,0.002033898305,6,5,21
ATTA-WB,ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,0.024152542373,0.023898305085,0.024661016949,0.090677966102,74.084745762712,424.474576271186,340.508474576271,0.001271186441,1,2,12
ATTA-WC,ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,0.01093220339,0.010508474576,0.01093220339,0.090677966102,28.254237288136,448.186440677966,108.491525423729,0.000338983051,0,1,6
ATURMJU,ATURMAJU RESOURCES BHD,0.360531914894,0.346382978723,0.374893617021,0.363404255319,49497.8085106383,1759.21276595745,1332.1914893617,0.016276595745,20,22,5
ATURMJU-PA,ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,0.153617021277,0.146382978723,0.162978723404,0.155957446809,57352.5531914894,6341.68085106383,5600.14893617021,0.008723404255,20,20,7
AVI,AVILLION BERHAD,0.167203389831,0.161525423729,0.172796610169,0.174915254237,22543.2203389831,4153.69491525424,2351.25423728814,0.002457627119,20,19,18
AWC,AWC BERHAD,0.762033898305,0.752203389831,0.770847457627,0.761101694915,11970.0847457627,1278.67796610169,619.271186440678,0.003474576271,25,26,8
AWC-WA,AWC BERHAD - WARRANTS 2018/2023,0.243389830508,0.238220338983,0.250677966102,0.245254237288,5351.72881355932,789.898305084746,747.474576271186,0.003305084746,29,17,13
AXIATA,AXIATA GROUP BERHAD,4.081016949153,4.044745762712,4.140169491525,4.168813559322,45401.3220338983,4416.49152542373,3571.62711864407,0.024576271186,36,18,4
AXREIT,AXIS REITS,1.773050847458,1.756271186441,1.786271186441,1.769661016949,13909.9152542373,1291.49152542373,11620.6101694915,0.003728813559,16,28,15
AYER,AYER HOLDINGS BERHAD,1.056271186441,1.054745762712,1.059661016949,4.473728813559,6,9.28813559322,10.898305084746,0.024406779661,1,1,12
AYS,AYS VENTURES BHD,0.332457627119,0.329406779661,0.337627118644,0.341271186441,2526.4406779661,951.508474576271,819.813559322034,0.002542372881,31,5,22
AZRB,AHMAD ZAKI RESOURCES BHD,0.485593220339,0.473220338983,0.49906779661,0.484830508475,69895.593220339,1584.42372881356,2208.20338983051,0.004491525424,23,29,7
AZRB-WA,AHMAD ZAKI RESOURCES BERHAD- WA 14/24,0.24406779661,0.236271186441,0.254152542373,0.245423728814,6733.98305084746,709.661016949153,594.169491525424,0.003050847458,22,22,15
BARAKAH,BARAKAH OFFSHORE PETROLEUM BHD,0.10093220339,0.095508474576,0.105254237288,0.099745762712,254384.203389831,98310.9152542373,68912.2203389831,0.002796610169,12,24,23
BAT,BRITISH AMERICAN TOBACCO (M),35.100677966102,34.725084745763,35.472881355932,35.112542372881,2446.79661016949,92.864406779661,125.084745762712,0.162372881356,26,32,1
BAUTO,BERMAZ AUTO BERHAD,2.309830508475,2.283389830508,2.334745762712,2.305593220339,31204.6779661017,1016.79661016949,5229.96610169491,0.009152542373,18,32,9
BCB,BCB BHD,0.209661016949,0.206779661017,0.213474576271,0.27406779661,1505.38983050847,527.966101694915,406.101694915254,0.002033898305,18,9,18
BDB,BINA DARULAMAN BHD,0.392203389831,0.384237288136,0.400084745763,0.391949152542,5307.15254237288,466.491525423729,303.033898305085,0.006610169492,20,24,15
BENALEC,BENALEC HOLDINGS BERHAD,0.196440677966,0.192203389831,0.201440677966,0.197966101695,18681.1186440678,4067.28813559322,2934.61016949153,0.002118644068,22,12,25
BERTAM,BERTAM ALLIANCE BHD,0.078898305085,0.078644067797,0.079237288136,0.267881355932,1802.03389830508,377.152542372881,675.779661016949,0.000593220339,0,1,16
BHIC,BOUSTEAD HEAVY INDUSTRIES CORP,0.997966101695,0.986101694915,1.006949152542,1.281355932203,170.135593220339,53.508474576271,101.915254237288,0.007118644068,11,13,22
BIG,B.I.G. INDUSTRIES BHD,0.407118644068,0.398474576271,0.424661016949,0.410169491525,2640.37288135593,216.847457627119,182.220338983051,0.007711864407,24,22,13
BIMB,BIMB HOLDINGS BHD,4.411355932203,4.373050847458,4.451525423729,4.404237288136,12324.5423728814,519.067796610169,4080.54237288136,0.017457627119,22,31,6
BIMB-WA,BIMB HOLDINGS BERHAD-WA 13/23,0.292372881356,0.282118644068,0.301525423729,0.292966101695,15012.9491525424,799,1328.94915254237,0.003983050847,25,23,11
BINTAI,BINTAI KINDEN CORPORATION BHD,0.121610169492,0.120084745763,0.123559322034,0.133389830508,2876.84745762712,2592.40677966102,2750.83050847458,0.00093220339,13,4,37
BINTAI-WA,BINTAI KINDEN CORPORATION BERHAD - WARRANTS  A  2015/2020,0.018813559322,0.018220338983,0.019576271186,0.044237288136,455.169491525424,1265.96610169492,1585.66101694915,0.000677966102,6,3,16
BIOOSMO,BIO OSMO BHD,0.058552631579,0.056184210526,0.061973684211,0.059868421053,147549.5,98833.8421052632,75620.7894736842,0.001578947368,15,4,19
BIPORT,BINTULU PORT HOLDINGS BHD,4.029152542373,4.019152542373,4.059491525424,4.781016949153,141.423728813559,27.847457627119,142.898305084746,0.016271186441,17,8,25
BJASSET,BERJAYA ASSETS BERHAD,0.301610169492,0.297457627119,0.304237288136,0.307796610169,2831.03389830509,544,774.305084745763,0.002203389831,21,8,29
BJASSET-WB,BERJAYA ASSETS BERHAD - WARRANTS B 2018/2023,0.04406779661,0.043050847458,0.044745762712,0.059830508475,907.949152542373,2355.49152542373,1838.22033898305,0.000593220339,4,9,30
BJCORP,BERJAYA CORPORATION BHD,0.269576271186,0.265254237288,0.272711864407,0.269406779661,155513.152542373,114735.881355932,60113.0677966102,0.001016949153,18,19,22
BJCORP-WB,BERJAYA COR BHD-WARRANTS 12/22,0.040169491525,0.039322033898,0.041271186441,0.045,4183.91525423729,8597.28813559322,8909.64406779661,0.000762711864,8,5,40
BJCORP-WC,BERJAYA CORPORATION BERHAD-WARRANTS C 2016/2026,0.058220338983,0.057796610169,0.059406779661,0.071440677966,4374.54237288136,8313.91525423729,7953.77966101695,0.000423728814,12,3,34
BJFOOD,BERJAYA FOOD BERHAD,1.629661016949,1.612203389831,1.652881355932,1.635423728814,3875.74576271186,161.661016949153,232.101694915254,0.011694915254,26,22,11
BJLAND,BERJAYA LAND BHD,0.247288135593,0.242796610169,0.251101694915,0.246610169492,32410.3050847458,5869.81355932203,5509.27118644068,0.000847457627,15,22,22
BJMEDIA,BERJAYA MEDIA BHD,0.078474576271,0.075338983051,0.087796610169,0.168644067797,117.152542372881,98.135593220339,163.881355932203,0.002203389831,11,4,15
BJTOTO,BERJAYA SPORTS TOTO BHD,2.469491525424,2.445593220339,2.49406779661,2.472542372881,11683.8305084746,1294.54237288136,476.864406779661,0.012372881356,26,28,5
BKAWAN,BATU KAWAN BHD,15.820338983051,15.777966101695,15.861016949153,16.967796610169,92.305084745763,31.067796610169,18.576271186441,0.045084745763,13,19,23
BLDPLNT,BLD PLANTATION BHD,1.61593220339,1.61593220339,1.61593220339,6.868644067797,5.661016949153,44.152542372881,53.016949152542,0.009661016949,0,0,14
BOILERM,BOILERMECH HOLDINGS BHD,0.527627118644,0.523813559322,0.53406779661,0.558389830508,694.898305084746,223.728813559322,146.389830508475,0.004237288136,22,15,19
BONIA,BONIA CORPORATION BHD,0.261440677966,0.257881355932,0.265762711864,0.26186440678,5181.64406779661,2099.20338983051,892.305084745763,0.002457627119,18,16,25
BORNOIL,BORNEO OIL BHD,0.043389830508,0.040847457627,0.045847457627,0.044237288136,72814.7118644068,961359.542372881,284351.152542373,0.001186440678,17,6,36
BORNOIL-WC,BORNEO OIL BERHAD - WARRANTS C 2015/2025,0.012372881356,0.012118644068,0.014745762712,0.019576271186,4939,20719.4406779661,65921.9830508475,0.000338983051,25,1,18
BORNOIL-WD,BORNEO OIL BERHAD - WARRANTS D 2017/2027,0.014322033898,0.013898305085,0.017203389831,0.021355932203,3723.66101694915,60844.0338983051,19777.2881355932,0.000508474576,31,2,14
BOXPAK,BOX-PAK (MALAYSIA) BHD,0.366271186441,0.360338983051,0.369322033898,1.11813559322,31.135593220339,67,53.118644067797,0.006610169492,3,6,10
BOXPAK-WA,BOX-PAK (MALAYSIA) BERHAD - WARRANTS 2017/2022,0.001694915254,0.001694915254,0.001694915254,0.172457627119,0.64406779661,159.593220338983,339.576271186441,-0.001271186441,0,0,1
BPLANT,BOUSTEAD PLANTATIONS BHD,0.804745762712,0.791694915254,0.812457627119,0.798728813559,5936.40677966102,804.762711864407,368.474576271186,0.006525423729,13,34,12
BPPLAS,BP PLASTICS HOLDING BHD,1.02813559322,1.020847457627,1.037796610169,1.084237288136,1052.25423728814,282.762711864407,801.050847457627,0.005423728814,18,16,22
BPURI,BINA PURI HOLDINGS BHD,0.192203389831,0.187966101695,0.197457627119,0.192457627119,65875.0847457627,19129.9661016949,14900.2203389831,0.001694915254,16,19,24
BRAHIMS,BRAHIMS HOLDINGS BERHAD,0.136779661017,0.129915254237,0.142711864407,0.136694915254,32360.6271186441,4158.94915254237,3799.45762711864,0.004745762712,17,26,16
BREM,BREM HOLDINGS BHD,0.709830508475,0.707118644068,0.714322033898,0.763644067797,969.28813559322,853.050847457627,518.881355932203,0.003644067797,16,12,27
BRIGHT,BRIGHT PACKAGING INDUSTRY BHD,0.157372881356,0.15593220339,0.161186440678,0.196949152542,675.372881355932,541.491525423729,646.322033898305,0.001525423729,22,4,22
BSLCORP,BSL CORPORATION BERHAD,0.229745762712,0.224576271186,0.237542372881,0.341610169492,318.271186440678,190.169491525424,114.220338983051,0.006779661017,16,11,13
BSTEAD,BOUSTEAD HOLDINGS BHD,1.30186440678,1.283220338983,1.314745762712,1.293559322034,3305.91525423729,374.474576271186,648.084745762712,0.007288135593,11,33,15
BTM,BTM RESOURCES BHD,0.102203389831,0.098983050847,0.105508474576,0.114322033898,823.322033898305,2148.13559322034,685.983050847458,0.001271186441,15,11,27
BTM-WA,BTM RESOURCES BHD-WARR 09/19,0.002711864407,0.002627118644,0.003050847458,0.008728813559,418.983050847458,3550.16949152542,6108.23728813559,0.000508474576,3,0,14
BTM-WB,BTM RESOURCES BERHAD-WARRANTS 14/24,0.001440677966,0.001355932203,0.001694915254,0.043728813559,63.491525423729,1200.84745762712,604.28813559322,-8.4745763E-05,1,1,0
BURSA,BURSA MALAYSIA BHD,6.833728813559,6.783050847458,6.863389830508,6.806440677966,6954.45762711864,243.762711864407,711.322033898305,0.005593220339,17,39,3
CAB,CAB CAKARAN CORPORATION BHD,0.597372881356,0.588898305085,0.605423728814,0.596779661017,6779.10169491525,733.033898305085,554.898305084746,0.004152542373,12,27,20
CAB-WA,CAB CAKARAN CORPORATION BERHAD - Warrants 2015/2020,0.227033898305,0.224745762712,0.23093220339,0.425593220339,241.338983050847,224.067796610169,110.169491525424,0.00186440678,10,10,12
CAELY,CAELY HOLDINGS BHD,0.634322033898,0.620847457627,0.649322033898,0.721949152542,1542.13559322034,163.084745762712,209.406779661017,0.003813559322,19,20,14
CAELY-WA,CAELY HOLDINGS BERHAD - WARRANTS 2018/2021,0.27186440678,0.266949152542,0.287457627119,0.43093220339,338.491525423729,124.050847457627,188.254237288136,0.003728813559,21,7,12
CAMRES,CAM RESOURCES BHD,0.087033898305,0.086440677966,0.088559322034,0.256949152542,188.220338983051,143.338983050847,193.152542372881,0.001610169492,5,3,12
CANONE,CAN-ONE BHD,3.037457627119,3.001186440678,3.077118644068,3.036271186441,3786.84745762712,105.338983050847,91.830508474576,0.022372881356,23,32,4
CAP,CHINA AUTOMOBILE PARTS HLD LTD,0,0,0,0.01,0,0,0,0,0,0,0
CARIMIN,CARIMIN PETROLEUM BERHAD,0.857457627119,0.835508474576,0.883559322034,0.855423728814,129960.779661017,1081.4406779661,1052.5593220339,0.01313559322,23,32,4
